CommittedName,ID,UiTextureAtlasID,Width,Height,CommittedLeft,CommittedRight,CommittedTop,CommittedBottom,UiTextureAtlasElementID,OverrideWidth,OverrideHeight,CommittedFlags,UiCanvasID
GarrBuilding_Barracks_1_A_Info,2627,187,250,162,1,251,1,163,8321,0,0,0,0
GarrBuilding_Barracks_2_A_Info,2628,188,250,162,1,251,1,163,8322,0,0,0,0
GarrBuilding_Barracks_3_A_Info,2629,189,250,162,1,251,1,163,8323,0,0,0,0
GarrBuilding_Engineering_1_A_Info,2630,190,250,162,1,251,1,163,8324,0,0,0,0
GarrBuilding_Engineering_2_A_Info,2631,191,250,162,1,251,1,163,8325,0,0,0,0
GarrBuilding_Engineering_3_A_Info,2632,192,250,162,1,251,1,163,8326,0,0,0,0
GarrBuilding_Engineering_1_A_Map,2633,193,108,76,1,109,1,77,8327,0,0,0,0
GarrBuilding_Engineering_2_A_Map,2634,194,108,75,1,109,1,76,8328,0,0,0,0
GarrBuilding_Engineering_3_A_Map,2635,195,108,81,1,109,1,82,8329,0,0,0,0
Rewards-Shadow,2644,197,154,16,1,155,153,169,8330,0,0,0,0
OBJFX_LineBurst,2645,197,86,20,84,170,171,191,8331,0,0,0,0
OBJBonusBar-Top,2646,197,230,23,1,231,128,151,8332,0,0,0,0
OBJFX_LineGlow,2647,197,230,22,233,463,128,150,8333,0,0,0,0
Objective-Header,2648,197,297,86,1,298,1,87,8334,0,0,0,0
Rewards-Top,2649,197,167,22,342,509,89,111,8335,0,0,0,0
OBJFX_StarBurst,2650,197,64,64,366,430,1,65,8336,0,0,0,0
Objective-Nub,2651,197,11,10,336,347,67,77,8337,0,0,0,0
OBJFX_Glow,2652,197,64,64,300,364,1,65,8338,0,0,0,0
shadoworbs-small-Orb-Bg,2653,198,28,28,1,29,143,171,8150,0,0,0,0
shadoworbs-small-Orb,2654,198,25,25,1,26,173,198,8151,0,0,0,0
shadoworbs-small-Frame-OrbHighlight,2655,198,52,29,162,214,57,86,8152,0,0,0,0
shadoworbs-large-Orb,2656,198,38,37,216,254,57,94,8153,0,0,0,0
shadoworbs-large-Frame,2657,198,159,54,1,160,1,55,8154,0,0,0,0
shadoworbs-large-Orb-Bg,2658,198,38,37,1,39,104,141,8155,0,0,0,0
shadoworbs-large-Frame-OrbHighlight,2659,198,74,44,162,236,1,45,8156,0,0,0,0
shadoworbs-small-Frame,2660,198,159,45,1,160,57,102,8157,0,0,0,0
achievementcompare-GreenCheckmark,2661,199,9,11,1,10,1,12,8158,0,0,0,0
achievementcompare-YellowCheckmark,2662,199,9,11,12,21,1,12,8159,0,0,0,0
MonkUI-background-shadow,2663,200,136,43,1,137,1,44,8160,0,0,0,0
MonkUI-OrbOff,2664,200,21,21,139,160,1,22,8161,0,0,0,0
MonkUI-OrbOff-small,2665,200,18,18,139,157,24,42,8162,0,0,0,0
MonkUI-LightOrb-small,2666,200,18,18,162,180,24,42,8163,0,0,0,0
MonkUI-background,2667,200,136,43,1,137,46,89,8164,0,0,0,0
MonkUI-LightOrb,2668,200,21,21,162,183,1,22,8165,0,0,0,0
Garr_InfoBoxMission-Corner,2669,156,135,135,1,136,427,562,8354,0,0,0,0
_Garr_InfoBoxMission-Top,2670,156,256,135,0,256,20,155,8364,0,0,4,0
!Garr_InfoBoxMission-Left,2671,154,135,256,1,136,0,256,8365,0,0,2,0
bags-newitem,2673,202,44,44,93,137,1,45,8166,0,0,0,0
Tracker-Check,2675,197,16,16,318,334,67,83,8196,0,0,0,0
_GarrMission_MissionListTopHighlight,2676,156,256,17,0,256,1,18,8339,0,0,4,0
GarrMission_PartyBuffAbilityBorder,2677,152,32,32,725,757,435,467,8340,0,0,0,0
collections-icon-favorites,2679,203,31,33,93,124,7,40,8366,0,0,0,0
collections-itemborder-collected,2680,203,56,56,126,182,7,63,8367,0,0,0,0
collections-itemborder-uncollected-innerglow,2681,203,42,41,184,226,7,48,8368,0,0,0,0
collections-itemborder-uncollected,2682,203,100,100,154,254,102,202,8369,0,0,0,0
collections-levelplate-black,2683,203,32,21,184,216,50,71,8370,0,0,0,0
collections-levelplate-gold,2684,203,32,21,228,260,7,28,8371,0,0,0,0
collections-newglow,2685,203,59,37,262,321,7,44,8372,0,0,0,0
collections-slotheader,2686,203,490,24,1,491,76,100,8373,0,0,0,0
collections-background-filagree,2694,203,151,109,1,152,102,211,8344,0,0,0,0
collections-background-corner,2696,203,90,67,1,91,7,74,8345,0,0,0,0
collections-background-tile,2702,204,256,256,0,256,0,256,8343,0,0,6,0
_collections-background-line,2710,203,512,4,0,512,1,5,8347,0,0,4,0
collections-background-shadow-small,2711,203,13,13,93,106,42,55,8342,0,0,0,0
collections-background-shadow-large,2712,203,145,147,93,238,213,360,8346,0,0,0,0
bags-junkcoin,2713,202,20,18,221,241,72,90,8341,0,0,0,0
bags-innerglow,2785,202,36,36,42,78,138,174,8374,0,0,0,0
Capacitance-Blacksmithing-BG,2786,208,321,370,1,322,1,371,8375,0,0,0,0
Capacitance-Blacksmithing-IconBG,2787,208,291,58,1,292,373,431,8376,0,0,0,0
Capacitance-Blacksmithing-IconBorder,2788,208,59,58,324,383,1,59,8377,0,0,0,0
Capacitance-Blacksmithing-TimerBG,2789,208,275,15,1,276,467,482,8378,0,0,0,0
Capacitance-Blacksmithing-TimerFill,2790,208,275,15,1,276,484,499,8379,0,0,0,0
Capacitance-Blacksmithing-TimerFrame,2791,208,292,32,1,293,433,465,8380,0,0,0,0
Capacitance-General-EmptyFollower,2792,209,59,62,1,60,44,106,8381,0,0,0,0
Capacitance-General-ItemBorder,2793,209,133,41,1,134,1,42,8167,0,0,0,0
Capacitance-General-LockIcon,2794,209,22,29,233,255,1,30,8168,0,0,0,0
Capacitance-General-WorkOrderActive,2795,209,48,48,123,171,44,92,8169,0,0,0,0
Capacitance-General-WorkOrderArrow,2796,209,16,10,136,152,27,37,8170,0,0,0,0
Capacitance-General-WorkOrderBorder,2797,209,34,34,197,231,1,35,8171,0,0,0,0
Capacitance-General-WorkOrderCheckmark,2798,209,36,32,123,159,94,126,8172,0,0,0,0
Capacitance-General-WorkOrderEmpty,2799,209,34,34,173,207,44,78,8173,0,0,0,0
Capacitance-General-LevelBorder,2800,209,59,24,136,195,1,25,8174,0,0,0,0
Capacitance-General-PortraitRing,2801,209,59,62,62,121,44,106,8175,0,0,0,0
minortalents-icon-book,2808,213,40,38,437,477,48,86,8179,0,0,0,0
minortalents-iconcover,2809,213,25,45,437,462,88,133,8180,0,0,0,0
_minortalents-iconspinner,2811,213,512,45,0,512,1,46,8182,0,0,4,0
Objective-Fail,3137,197,16,16,300,316,67,83,8181,0,0,0,0
minortalents-backplate,3138,213,418,169,1,419,238,407,8183,0,0,0,0
minortalents-descriptionshadow,3139,213,434,188,1,435,48,236,8184,0,0,0,0
characterundelete-RestoreButton,3141,217,30,30,1,31,1,31,8176,0,0,0,0
bank-slots-shadow,3157,220,116,327,1,117,1,328,8185,0,0,0,0
bank-slots,3158,220,98,309,119,217,1,310,8186,0,0,0,0
Garr_MissionToast,3168,150,317,82,1,318,1,83,8187,0,0,0,0
Garr_FollowerToast-Epic,3169,150,219,26,275,494,253,279,8177,0,0,0,0
Garr_FollowerToast-Rare,3170,150,219,26,275,494,281,307,8178,0,0,0,0
Garr_FollowerToast-Uncommon,3171,150,219,26,1,220,314,340,8188,0,0,0,0
Garr_MissionToast-IconBG,3172,150,73,55,320,393,1,56,8189,0,0,0,0
Garr_Map_Frostfire1_H,3174,225,672,468,1,673,1,469,8190,0,0,0,0
Garr_Map_Frostfire2_H,3175,226,672,468,1,673,1,469,8191,0,0,0,0
Garr_Map_Frostfire3_H,3176,227,672,468,1,673,1,469,8197,0,0,0,0
ZoneAbility-Generic-AbilityBar-Glow,3189,230,153,27,79,232,30,57,8198,0,0,0,0
ZoneAbility-Generic-AbilityBar,3190,230,153,27,79,232,1,28,8199,0,0,0,0
ZoneAbility-Generic-IconBorder,3191,230,63,65,79,142,59,124,8200,0,0,0,0
ZoneAbility-Generic-SpellBox,3192,230,76,66,1,77,1,67,8201,0,0,0,0
groupfinder-icon-voice,3213,236,16,14,505,521,78,92,8205,0,0,0,0
groupfinder-icon-friend,3214,236,20,19,424,444,78,97,8206,0,0,0,0
GarrBuilding_Barn_1_A_Info,3233,254,250,162,1,251,1,163,8217,0,0,0,0
GarrBuilding_Barn_2_A_Info,3234,255,250,162,1,251,1,163,8218,0,0,0,0
GarrBuilding_Barn_3_A_Info,3235,256,250,162,1,251,1,163,8219,0,0,0,0
GarrBuilding_Barn_1_A_Map,3236,257,108,85,1,109,1,86,8220,0,0,0,0
GarrBuilding_Barn_2_A_Map,3237,258,108,90,1,109,1,91,8223,0,0,0,0
GarrBuilding_Barn_3_A_Map,3238,259,108,94,1,109,1,95,8226,0,0,0,0
GarLanding-Bottom,3266,268,412,86,27,439,1,87,8227,0,0,0,0
GarLanding-Left,3267,268,93,225,27,120,148,373,8232,0,0,0,0
GarLanding-Right,3268,268,94,225,122,216,266,491,8612,0,0,0,0
GarrLanding-InvasionBadge-Glow,3271,268,280,67,122,402,197,264,8615,0,0,0,0
GarrLanding-InvasionBadge,3272,268,280,67,738,1018,1,68,8616,0,0,0,0
GarrLanding-MissionListBG,3274,268,478,64,520,998,617,681,8618,0,0,0,0
GarrLanding-Top,3279,268,413,91,520,933,315,406,8622,0,0,0,0
GarrLanding-TradeskillTimer-BG,3280,268,64,64,27,91,595,659,8623,0,0,0,0
GarrLanding_Watermark-Tradeskill,3284,268,279,277,731,1010,730,1007,8627,0,0,0,0
GarrLanding-FollowerScrollFrame,3286,268,300,384,218,518,315,699,8628,0,0,0,0
GarrLanding-lowerleft,3288,268,209,158,731,940,457,615,8630,0,0,0,0
GarrLanding-lowerright,3289,268,209,158,520,729,457,615,8631,0,0,0,0
GarrLanding-upperleft,3290,268,209,158,520,729,730,888,8632,0,0,0,0
GarrLanding-upperright,3291,268,208,158,218,426,802,960,8633,0,0,0,0
GarrLanding-HeaderBar,3293,268,772,57,27,799,89,146,8635,0,0,0,0
GarrLanding-MiddleTile,3294,269,256,256,0,256,0,256,8617,0,0,6,0
GarrLanding-Mission-Complete,3296,268,400,47,122,522,148,195,8629,0,0,0,0
GarrLanding-Mission-InProgress,3297,268,400,47,404,804,197,244,8634,0,0,0,0
GarrLanding-Building-Complete,3298,268,400,47,218,618,266,313,8636,0,0,0,0
GarrLanding-Building-InProgress,3299,268,400,47,524,924,148,195,8637,0,0,0,0
Garr_BuildingInfoShadow,3301,123,158,57,131,289,173,230,8462,0,0,0,0
GarrBuilding_Farm_1_A_Info,3302,270,250,162,1,251,1,163,8534,0,0,0,0
GarrBuilding_Farm_2_A_Info,3303,271,250,162,1,251,1,163,8535,0,0,0,0
GarrBuilding_Farm_3_A_Info,3304,272,250,162,1,251,1,163,8536,0,0,0,0
GarrBuilding_Farm_1_A_Map,3305,273,108,98,1,109,1,99,8537,0,0,0,0
GarrBuilding_Farm_2_A_Map,3306,274,108,98,1,109,1,99,8538,0,0,0,0
GarrBuilding_Farm_3_A_Map,3307,275,108,98,1,109,1,99,8539,0,0,0,0
GarrBuilding_LumberMill_1_A_Info,3320,277,250,162,1,251,1,163,8122,0,0,0,0
GarrBuilding_LumberMill_2_A_Info,3321,278,250,162,1,251,1,163,8123,0,0,0,0
GarrBuilding_LumberMill_3_A_Info,3322,279,250,162,1,251,1,163,8117,0,0,0,0
GarrBuilding_LumberMill_1_A_Map,3323,280,108,70,1,109,1,71,8118,0,0,0,0
GarrBuilding_LumberMill_2_A_Map,3324,281,108,79,1,109,1,80,8124,0,0,0,0
GarrBuilding_LumberMill_3_A_Map,3325,282,108,99,1,109,1,100,8125,0,0,0,0
GarrBuilding_SalvageYard_1_A_Info,3326,283,250,162,1,251,1,163,8126,0,0,0,0
GarrBuilding_SalvageYard_1_A_Map,3327,284,108,89,1,109,1,90,8127,0,0,0,0
GarrBuilding_SparringArena_1_A_Info,3328,285,250,162,1,251,1,163,8540,0,0,0,0
GarrBuilding_SparringArena_2_A_Info,3329,286,250,162,1,251,1,163,8541,0,0,0,0
GarrBuilding_SparringArena_3_A_Info,3330,287,250,162,1,251,1,163,8542,0,0,0,0
GarrBuilding_SparringArena_1_A_Map,3331,288,108,66,1,109,1,67,8543,0,0,0,0
GarrBuilding_SparringArena_2_A_Map,3332,289,108,81,1,109,1,82,8544,0,0,0,0
GarrBuilding_SparringArena_3_A_Map,3333,290,108,77,1,109,1,78,8545,0,0,0,0
GarrBuilding_Stables_1_A_Info,3334,291,250,162,1,251,1,163,8546,0,0,0,0
GarrBuilding_Stables_2_A_Info,3335,292,250,162,1,251,1,163,8547,0,0,0,0
GarrBuilding_Stables_3_A_Info,3336,293,250,162,1,251,1,163,8548,0,0,0,0
GarrBuilding_Stables_1_A_Map,3337,294,108,80,1,109,1,81,8549,0,0,0,0
GarrBuilding_Stables_2_A_Map,3338,295,108,71,1,109,1,72,8550,0,0,0,0
GarrBuilding_Stables_3_A_Map,3339,296,108,72,1,109,1,73,8551,0,0,0,0
GarrBuilding_Storehouse_1_A_Info,3340,297,250,162,1,251,1,163,8552,0,0,0,0
GarrBuilding_Storehouse_1_A_Map,3341,298,108,73,1,109,1,74,8553,0,0,0,0
GarrBuilding_TradingPost_1_A_Info,3342,299,250,162,1,251,1,163,8554,0,0,0,0
GarrBuilding_TradingPost_2_A_Info,3343,300,250,162,1,251,1,163,8555,0,0,0,0
GarrBuilding_TradingPost_3_A_Info,3344,301,250,162,1,251,1,163,8556,0,0,0,0
GarrBuilding_TradingPost_1_A_Map,3345,302,108,77,1,109,1,78,8557,0,0,0,0
GarrBuilding_TradingPost_2_A_Map,3346,303,108,94,1,109,1,95,8558,0,0,0,0
GarrBuilding_TradingPost_3_A_Map,3347,304,108,85,1,109,1,86,8559,0,0,0,0
Objective-ItemBorder,3351,197,81,30,1,82,171,201,8418,0,0,0,0
Garr_Building-AddFollowerPlus,3352,123,33,33,315,348,389,422,8419,0,0,0,0
Monuments-Frame,3353,307,333,91,1,334,1,92,8420,0,0,0,0
Monuments-LeftButton-Down,3354,307,35,35,466,501,1,36,8421,0,0,0,0
Monuments-LeftButton-Up,3355,307,35,35,383,418,59,94,8422,0,0,0,0
Monuments-RightButton-Down,3356,307,35,35,420,455,59,94,8423,0,0,0,0
Monuments-RightButton-Up,3357,307,35,35,457,492,59,94,8424,0,0,0,0
Monuments-LockedOverlay,3358,307,128,56,336,464,1,57,8425,0,0,0,0
Monuments-Lock,3359,307,45,59,336,381,59,118,8426,0,0,0,0
BonusChest-KeyholeBurst,3360,308,118,128,136,254,136,264,8427,0,0,0,0
BonusChest-KeyholeGlow,3361,308,45,57,136,181,454,511,8428,0,0,0,0
BonusChest-Lock,3362,308,82,104,136,218,266,370,8429,0,0,0,0
BonusChest-CircleGlow,3363,308,99,98,1,100,401,499,8430,0,0,0,0
guild-levelring,3364,309,33,30,1,34,1,31,8463,0,0,0,0
Calendar_Quest,3370,310,91,91,1,92,1,92,8464,0,0,0,0
groupfinder-highlightbar-green,3371,236,304,32,637,941,947,979,8382,0,0,0,0
groupfinder-highlightbar-yellow,3372,236,304,32,331,635,947,979,8383,0,0,0,0
groupfinder-icon-greencheckmark,3373,236,11,13,492,503,78,91,8384,0,0,0,0
groupfinder-icon-redx,3374,236,12,12,462,474,78,90,8385,0,0,0,0
groupfinder-background,3377,236,328,336,1,329,99,435,8386,0,0,0,0
groupfinder-button-arenas,3378,236,290,36,716,1006,40,76,8387,0,0,0,0
groupfinder-button-battlegrounds,3379,236,290,36,331,621,823,859,8388,0,0,0,0
groupfinder-button-cover,3380,236,300,46,1,301,835,881,8389,0,0,0,0
groupfinder-button-custom-pve,3381,236,290,36,623,913,785,821,8390,0,0,0,0
groupfinder-button-custom-pvp,3382,236,290,36,633,923,861,897,8391,0,0,0,0
groupfinder-button-dungeons,3383,236,290,36,623,913,909,945,8392,0,0,0,0
groupfinder-button-questing,3384,236,290,36,1,291,797,833,8393,0,0,0,0
groupfinder-button-raids-bc,3385,236,290,36,1,291,960,996,8394,0,0,0,0
groupfinder-button-raids-cataclysm,3386,236,290,36,1,291,759,795,8395,0,0,0,0
groupfinder-button-raids-classic,3387,236,290,36,1,291,721,757,8396,0,0,0,0
groupfinder-button-raids-mists,3388,236,290,36,1,291,883,919,8397,0,0,0,0
groupfinder-button-raids-wrath,3389,236,290,36,331,621,981,1017,8398,0,0,0,0
groupfinder-button-ratedbgs,3390,236,290,36,424,714,40,76,8399,0,0,0,0
groupfinder-button-scenarios,3391,236,290,36,331,621,909,945,8400,0,0,0,0
groupfinder-button-skirmishes,3392,236,290,36,623,913,823,859,8401,0,0,0,0
groupfinder-highlightbar-blue,3393,236,304,32,718,1022,1,33,8402,0,0,0,0
Garr_SwapIcon,3395,123,46,46,289,335,463,509,8572,0,0,0,0
Garr_BuildFX-Glow,3396,123,49,80,351,400,371,451,8573,0,0,0,0
Garr_BuildFX-Lines,3397,123,27,84,99,126,256,340,8574,0,0,0,0
Garr_LockedBuilding,3398,123,68,83,241,309,304,387,8575,0,0,0,0
Garr_UpgradeFX-Glow,3399,123,49,80,425,474,232,312,8431,0,0,0,0
BonusChest-ItemBorder-Uncommon,3403,308,66,66,405,471,64,130,8501,0,0,0,0
BonusChest-Burst-Uncommon,3404,308,156,133,1,157,1,134,8502,0,0,0,0
bags-glow-purple,3409,202,39,39,1,40,138,177,8576,0,0,0,0
bags-glow-blue,3410,202,39,39,139,178,42,81,8577,0,0,0,0
bags-glow-orange,3411,202,39,39,181,220,93,132,8578,0,0,0,0
bags-glow-green,3412,202,39,39,180,219,1,40,8579,0,0,0,0
bags-glow-heirloom,3413,202,39,39,180,219,42,81,8580,0,0,0,0
bags-glow-white,3414,202,39,39,1,40,179,218,8581,0,0,0,0
bags-glow-flash,3418,202,90,90,1,91,1,91,8465,0,0,0,0
LFG-lock,3423,314,17,21,30,47,1,22,8650,0,0,0,0
Garr_Building_MaterialFrame,3431,123,290,43,274,564,63,106,8651,0,0,0,0
Garr_Mission_MaterialFrame,3433,156,316,43,1,317,622,665,8653,0,0,0,0
GarrMission_RewardsListBG,3434,156,218,75,292,510,427,502,8652,0,0,0,0
GarrMission_RewardsShadow,3435,156,54,54,352,406,504,558,8654,0,0,0,0
Garr_MissionList-CostBG,3436,156,143,30,1,144,200,230,8655,0,0,0,0
Garr_MissionList-IconBG,3437,156,150,76,292,442,859,935,8403,0,0,0,0
GarrMission_ParchmentHeaderSelect-End,3446,156,65,41,403,468,375,416,8404,0,0,0,0
_GarrMission_ParchmentHeaderSelect-Mid,3448,156,128,41,0,128,157,198,8405,0,0,4,0
GarrMission_MissionCostStartButtonBg,3449,152,376,51,433,809,470,521,8406,0,0,0,0
GarMission_ChestPercentageShadow,3450,152,72,50,655,727,970,1020,8407,0,0,0,0
GarrMission_ChestOpenTextGlow,3451,152,189,42,811,1000,470,512,8408,0,0,0,0
GarrMission_PortraitRing_Glow,3452,152,59,62,887,946,877,939,8409,0,0,0,0
GarrMission_PortraitRing_Highlight,3453,152,59,62,948,1007,877,939,8410,0,0,0,0
splash-bigbutton,3454,319,356,99,1,357,18,117,8432,0,0,0,0
BonusChest-Smoke-Uncommon,3457,308,80,80,136,216,372,452,8411,0,0,0,0
splash-botleft,3463,319,368,15,1,369,1,16,8437,0,0,0,0
splash-boost-botleft,3464,320,137,371,374,511,587,958,8438,0,0,0,0
splash-boost-right,3465,320,510,584,1,511,1,585,8439,0,0,0,0
splash-boost-topleft,3466,320,371,434,1,372,587,1021,8440,0,0,0,0
splash-601-botleft,3467,321,137,371,374,511,587,958,8441,0,0,0,0
splash-601-right,3468,321,510,584,1,511,1,585,8433,0,0,0,0
splash-601-topleft,3469,321,371,434,1,372,587,1021,8434,0,0,0,0
splash-600-botleft,3470,322,137,371,374,511,587,958,8435,0,0,0,0
splash-600-right,3471,322,510,584,1,511,1,585,8436,0,0,0,0
splash-600-topleft,3472,322,371,434,1,372,587,1021,8442,0,0,0,0
GarrMission_CheckGlow,3473,152,32,32,218,250,962,994,8412,0,0,0,0
GarrMission_MissionIcon-Blacksmithing,3474,323,64,64,67,131,1,65,8413,0,0,0,0
GarrMission_MissionIcon-Combat,3475,323,64,64,133,197,1,65,8414,0,0,0,0
GarrMission_MissionIcon-Exploration,3476,323,64,64,1,65,67,131,8415,0,0,0,0
GarrMission_ClassIcon-Hunter,3477,324,55,49,115,170,1,50,8416,0,0,0,0
GarrMission_ClassIcon-Warrior,3478,324,55,49,172,227,52,101,8417,0,0,0,0
GarrMission_ClassIcon-Priest,3479,324,55,49,1,56,154,203,8443,0,0,0,0
GarrMission_ClassIcon-Monk,3480,324,55,49,1,56,52,101,8466,0,0,0,0
GarrMission_ClassIcon-Rogue,3481,324,55,49,1,56,205,254,8467,0,0,0,0
GarrMission_ClassIcon-Mage,3482,324,55,49,172,227,1,50,8468,0,0,0,0
GarrMission_ClassIcon-Warlock,3483,324,55,49,115,170,52,101,8469,0,0,0,0
GarrMission_ClassIcon-Shaman,3484,324,55,49,58,113,52,101,8470,0,0,0,0
GarrMission_ClassIcon-Druid,3485,324,55,49,58,113,1,50,8471,0,0,0,0
GarrMission_ClassIcon-Paladin,3486,324,55,49,1,56,103,152,8472,0,0,0,0
GarrMission_ClassIcon-DeathKnight,3487,324,55,49,1,56,1,50,8473,0,0,0,0
GarrMission_EncounterBar-Xright,3491,152,93,96,655,748,872,968,8474,0,0,0,0
Garr_MissionFX-Glow,3492,152,49,80,967,1016,313,393,8475,0,0,0,0
Garr_MissionFX-Lines,3493,152,27,84,269,296,900,984,8476,0,0,0,0
groupfinder-icon-leader,3494,236,14,9,446,460,78,87,8444,0,0,0,0
Garr_Map_Frostfire4_H,3504,330,672,468,1,673,1,469,8233,0,0,0,0
Garr_Map_Shadowmoon4_A,3505,331,672,468,1,673,1,469,8236,0,0,0,0
GarrMission-FollowerItemBg,3506,156,181,41,319,500,622,663,8242,0,0,0,0
bags-button-autosort-down,3507,202,28,26,1,29,220,246,8251,0,0,0,0
bags-button-autosort-up,3508,202,28,26,42,70,214,240,8252,0,0,0,0
bags-roundhighlight,3509,202,36,36,42,78,176,212,8255,0,0,0,0
GarrLanding-MinimapIcon-Alliance-Down,3510,268,53,53,635,688,1,54,8256,0,0,0,0
GarrLanding-MinimapIcon-Alliance-Up,3511,268,53,53,27,80,430,483,8257,0,0,0,0
GarrLanding-MinimapIcon-Horde-Up,3512,268,53,53,27,80,375,428,8258,0,0,0,0
GarrLanding-MinimapIcon-Horde-Down,3513,268,53,53,514,567,1,54,8259,0,0,0,0
GarrLanding-CircleGlow,3515,268,46,46,690,736,1,47,8445,0,0,0,0
GarrLanding-MinimapAlertBG,3516,268,174,46,801,975,89,135,8446,0,0,0,0
GarrLanding-SideToast-Glow,3517,268,99,99,218,317,701,800,8447,0,0,0,0
GarrLanding-TopTabHighlight,3519,268,191,24,806,997,197,221,8448,0,0,0,0
GarrLanding-TopTabSelected,3520,268,205,36,218,423,962,998,8449,0,0,0,0
GarrLanding-TopTabUnselected,3521,268,205,30,806,1011,223,253,8450,0,0,0,0
Alliance_Tier1_Barracks,3529,333,52,54,207,259,57,111,8582,0,0,0,0
Alliance_Tier1_Professions,3530,333,38,43,261,299,193,236,8583,0,0,0,0
Alliance_Tier1_TownHall,3531,333,41,40,468,509,1,41,8584,0,0,0,0
GarrMission_MissionStart,3538,156,222,40,269,491,801,841,8454,0,0,0,0
loottoast-arrow-blue,3545,332,21,25,1,22,214,239,8487,0,0,0,0
loottoast-arrow-green,3546,332,21,25,24,45,214,239,8488,0,0,0,0
loottoast-arrow-orange,3547,332,21,25,47,68,214,239,8489,0,0,0,0
loottoast-arrow-purple,3548,332,21,25,70,91,214,239,8490,0,0,0,0
loottoast-bg-questrewardupgrade,3549,332,276,96,569,845,1,97,8491,0,0,0,0
loottoast-glow,3550,332,286,109,1,287,1,110,8492,0,0,0,0
loottoast-itemborder-blue,3551,332,58,58,569,627,181,239,8493,0,0,0,0
loottoast-itemborder-glow,3552,332,68,68,847,915,99,167,8494,0,0,0,0
loottoast-itemborder-green,3553,332,58,58,629,687,181,239,8495,0,0,0,0
loottoast-itemborder-orange,3554,332,58,58,749,807,181,239,8496,0,0,0,0
loottoast-itemborder-purple,3555,332,58,58,809,867,181,239,8497,0,0,0,0
loottoast-sheen,3556,332,171,75,847,1018,1,76,8498,0,0,0,0
Headhunter_AbilityBorderGlow,3557,334,32,32,1,33,372,404,8585,0,0,0,0
Headhunter_BG,3558,334,321,369,1,322,1,370,8586,0,0,0,0
Headhunter_LineHeader,3559,334,223,1,35,258,372,373,8587,0,0,0,0
_GarrMissionLocation-FrostfireRidge-Back,3560,335,1024,285,0,1024,1,286,8477,0,0,4,0
_GarrMissionLocation-FrostfireRidge-Fore,3561,335,1024,285,0,1024,288,573,8478,0,0,4,0
_GarrMissionLocation-FrostfireRidge-Mid,3562,335,1024,285,0,1024,575,860,8479,0,0,4,0
GarrLanding_RewardsShadow,3563,268,34,34,690,724,49,83,8499,0,0,0,0
GarrLanding_RewardsListBG,3564,268,132,45,520,652,683,728,8500,0,0,0,0
GarrLandingList-CostBG,3565,268,120,18,404,524,246,264,8503,0,0,0,0
GarrMission_MissionIcon-Enchanting,3566,323,64,64,331,395,1,65,8560,0,0,0,0
GarrMission_MissionIcon-Salvage,3567,323,64,64,265,329,67,131,8561,0,0,0,0
GarrMission_MissionIcon-Provision,3568,323,64,64,133,197,67,131,8562,0,0,0,0
GarrMission_MissionIcon-Generic,3569,323,64,64,1,65,133,197,8563,0,0,0,0
GarrMission_MissionIcon-Siege,3570,323,64,64,331,395,67,131,8564,0,0,0,0
GarrMission_MissionIcon-Alchemy,3571,323,64,64,1,65,1,65,8565,0,0,0,0
GarrMission_MissionIcon-Wildlife,3572,323,64,64,67,131,265,329,8566,0,0,0,0
GarrMission_MissionIcon-Tailoring,3573,323,64,64,397,461,67,131,8567,0,0,0,0
GarrMission_MissionIcon-Training,3574,323,64,64,67,131,199,263,8568,0,0,0,0
GarrMission_MissionIcon-Trading,3575,323,64,64,67,131,133,197,8569,0,0,0,0
GarrMission_MissionIcon-Jewelcrafting,3576,323,64,64,1,65,265,329,8570,0,0,0,0
GarrMission_MissionIcon-Defense,3577,323,64,64,265,329,1,65,8571,0,0,0,0
GarrMission_MissionIcon-Construction,3578,323,64,64,199,263,1,65,8588,0,0,0,0
GarrMission_MissionIcon-Inscription,3579,323,64,64,1,65,199,263,8589,0,0,0,0
GarrMission_MissionIcon-Logistics,3580,323,64,64,1,65,397,461,8590,0,0,0,0
GarrMission_MissionIcon-Engineering,3581,323,64,64,397,461,1,65,8591,0,0,0,0
GarrMission_MissionIcon-Patrol,3582,323,64,64,67,131,67,131,8592,0,0,0,0
GarrMission_MissionIcon-Recruit,3583,323,64,64,199,263,67,131,8593,0,0,0,0
GarrMission_MissionIcon-Leatherworking,3584,323,64,64,1,65,331,395,8594,0,0,0,0
GarrBuilding_Jewelcrafting_1_A_Info,3586,336,250,162,1,251,1,163,8480,0,0,0,0
GarrBuilding_Jewelcrafting_2_A_Info,3587,337,250,162,1,251,1,163,8481,0,0,0,0
GarrBuilding_Jewelcrafting_3_A_Info,3588,338,250,162,1,251,1,163,8482,0,0,0,0
GarrBuilding_Jewelcrafting_1_A_Map,3589,339,108,72,1,109,1,73,8483,0,0,0,0
GarrBuilding_Jewelcrafting_2_A_Map,3590,340,108,70,1,109,1,71,8484,0,0,0,0
GarrBuilding_Jewelcrafting_3_A_Map,3591,341,108,76,1,109,1,77,8485,0,0,0,0
GarrBuilding_Enchanting_1_A_Info,3592,342,250,162,1,251,1,163,8486,0,0,0,0
GarrBuilding_Enchanting_2_A_Info,3593,343,250,162,1,251,1,163,8504,0,0,0,0
